datetime_utc,total_sum_co2,total_hourly_emission_co2_kg
2024-10-11 16:00:00,53259870.451918,5325.9870451918
2024-10-11 17:00:00,52702226.366083,5270.2226366083005
2024-10-11 18:00:00,52818685.08925,5281.868508925
2024-10-11 19:00:00,53691642.259167,5369.1642259167
2024-10-11 20:00:00,55297012.875332996,5529.701287533299
2024-10-11 21:00:00,57698945.576917,5769.8945576917
2024-10-11 22:00:00,61455272.011749,6145.5272011749
2024-10-11 23:00:00,61868609.241666004,6186.860924166601
2024-10-12 00:00:00,58746281.308584,5874.628130858399
2024-10-12 01:00:00,54065671.034999,5406.5671034998995
2024-10-12 02:00:00,50578769.825833,5057.8769825833
2024-10-12 03:00:00,48065550.248833,4806.5550248833
2024-10-12 04:00:00,45278462.633667,4527.8462633666995
2024-10-12 05:00:00,44319584.718167,4431.9584718167
2024-10-12 06:00:00,43298644.440833,4329.8644440833
2024-10-12 07:00:00,43256962.561501004,4325.6962561501
2024-10-12 08:00:00,43600442.604583,4360.0442604583
2024-10-12 09:00:00,45457970.18175,4545.797018175
2024-10-12 10:00:00,46660592.010915995,4666.0592010916
2024-10-12 11:00:00,50172316.86625,5017.231686625
2024-10-12 12:00:00,50529865.537581995,5052.986553758199
2024-10-12 13:00:00,47749764.827333,4774.9764827333
2024-10-12 14:00:00,47894995.182584,4789.499518258401
2024-10-12 15:00:00,49047911.429833,4904.7911429833
2024-10-12 16:00:00,49420861.469,4942.0861469
2024-10-12 17:00:00,51167134.52175,5116.713452175
2024-10-12 18:00:00,50181055.363917,5018.1055363917
2024-10-12 19:00:00,51243006.429918,5124.3006429918
2024-10-12 20:00:00,53495879.0225,5349.58790225
2024-10-12 21:00:00,56540767.92575,5654.076792575001
2024-10-12 22:00:00,57779967.097416,5777.9967097416
2024-10-12 23:00:00,58134353.789667,5813.4353789667
2024-10-13 00:00:00,57876360.582082994,5787.6360582083
2024-10-13 01:00:00,56853159.804333,5685.3159804333
2024-10-13 02:00:00,55553920.457084,5555.3920457084
2024-10-13 03:00:00,52303982.280416995,5230.398228041699
2024-10-13 04:00:00,49157693.502417,4915.7693502417
2024-10-13 05:00:00,47371569.732750006,4737.156973275
2024-10-13 06:00:00,44028831.379416,4402.8831379416
2024-10-13 07:00:00,43222634.6065,4322.26346065
2024-10-13 08:00:00,43077083.865084,4307.7083865084
2024-10-13 09:00:00,43512868.491582,4351.2868491582
2024-10-13 10:00:00,43920551.329749994,4392.055132975
2024-10-13 11:00:00,45020992.623917,4502.0992623917
2024-10-13 12:00:00,45688722.213667,4568.8722213667
2024-10-13 13:00:00,44148857.243584,4414.8857243584
2024-10-13 14:00:00,44352147.027251005,4435.2147027251
2024-10-13 15:00:00,44613721.749,4461.3721749
2024-10-13 16:00:00,45229122.685584,4522.9122685584
2024-10-13 17:00:00,47201922.175833,4720.192217583301
2024-10-13 18:00:00,47741002.40725,4774.100240725
2024-10-13 19:00:00,48928929.986334,4892.892998633401
2024-10-13 20:00:00,51665167.678666994,5166.516767866699
2024-10-13 21:00:00,56803336.540249996,5680.333654024999
2024-10-13 22:00:00,60513302.309817,6051.3302309817
2024-10-13 23:00:00,63935474.450251006,6393.5474450251
2024-10-14 00:00:00,62644684.825667,6264.4684825667
2024-10-14 01:00:00,58730307.180999994,5873.0307181
2024-10-14 02:00:00,54358997.510000005,5435.899751000001
2024-10-14 03:00:00,51074533.1215,5107.45331215
2024-10-14 04:00:00,47338653.259583004,4733.865325958301
2024-10-14 05:00:00,44186039.407416,4418.6039407416
2024-10-14 06:00:00,43469156.10525,4346.915610525
2024-10-14 07:00:00,42664428.18125,4266.442818125
2024-10-14 08:00:00,42521716.983917005,4252.1716983917
2024-10-14 09:00:00,44338587.04225,4433.858704225
2024-10-14 10:00:00,47787267.962917,4778.7267962917
2024-10-14 11:00:00,53157083.068917006,5315.708306891701
2024-10-14 12:00:00,54623039.113833,5462.3039113833
2024-10-14 13:00:00,53717175.206333004,5371.7175206333
2024-10-14 14:00:00,53633433.172,5363.3433172
2024-10-14 15:00:00,55167440.250251,5516.7440250251
2024-10-14 16:00:00,56968859.558832005,5696.8859558832
2024-10-14 17:00:00,57372572.813001,5737.2572813001
2024-10-14 18:00:00,57650912.5289,5765.09125289
2024-10-14 19:00:00,58140744.124583,5814.0744124583
2024-10-14 20:00:00,59032593.564334,5903.2593564334
2024-10-14 21:00:00,62009165.151916,6200.9165151915995
2024-10-14 22:00:00,65232349.047749996,6523.234904774999
2024-10-14 23:00:00,69340025.681001,6934.002568100099
2024-10-15 00:00:00,68705751.09475,6870.575109475
2024-10-15 01:00:00,65657849.513917,6565.7849513917
2024-10-15 02:00:00,59898139.104499996,5989.81391045
2024-10-15 03:00:00,55097055.920999,5509.7055920999
2024-10-15 04:00:00,52149553.238083005,5214.955323808301
2024-10-15 05:00:00,50677439.422085,5067.7439422085
2024-10-15 06:00:00,49326095.777584,4932.6095777584005
2024-10-15 07:00:00,48140449.580166,4814.0449580166
2024-10-15 08:00:00,49486711.783584,4948.6711783584
2024-10-15 09:00:00,52436344.171083,5243.6344171083
2024-10-15 10:00:00,56782111.915833004,5678.2111915833
2024-10-15 11:00:00,63088773.383666,6308.8773383666
2024-10-15 12:00:00,64635069.463084,6463.5069463084
2024-10-15 13:00:00,61737747.189084,6173.7747189084
2024-10-15 16:00:00,56451274.4205,5645.12744205
2024-10-15 17:00:00,55252433.57,5525.243357
2024-10-15 19:00:00,56036855.884500004,5603.68558845
2024-10-15 20:00:00,55242349.263833,5524.2349263833
2024-10-15 21:00:00,56698449.208417,5669.8449208417
2024-10-15 22:00:00,60406588.268,6040.6588268
2024-10-15 23:00:00,65394473.988334,6539.4473988334
2024-10-16 00:00:00,66352987.084916,6635.2987084916
2024-10-16 01:00:00,64019459.034334004,6401.9459034334
2024-10-16 02:00:00,60623637.310665995,6062.3637310666
2024-10-16 03:00:00,56506647.83525,5650.664783525
2024-10-16 04:00:00,53948083.649417,5394.808364941699
2024-10-16 05:00:00,51201765.886667,5120.1765886667
2024-10-16 06:00:00,49012834.467332006,4901.2834467332
2024-10-16 07:00:00,49160660.671583,4916.0660671583
2024-10-16 08:00:00,50473093.13133299,5047.309313133299
2024-10-16 09:00:00,53831387.476251,5383.1387476251
2024-10-16 10:00:00,59739774.759834,5973.9774759834
2024-10-16 11:00:00,66122332.790250994,6612.233279025099
2024-10-16 12:00:00,66594286.734584,6659.4286734584
2024-10-16 13:00:00,60016630.084083,6001.6630084083
2024-10-16 14:00:00,57940117.771167,5794.011777116701
2024-10-16 15:00:00,56887979.40375,5688.7979403750005
2024-10-16 16:00:00,56168260.268666,5616.8260268666
2024-10-16 17:00:00,55493804.344416,5549.3804344416
2024-10-16 18:00:00,55168307.344916,5516.8307344916
2024-10-16 19:00:00,54921272.316084,5492.1272316084
2024-10-16 20:00:00,56276908.660666,5627.6908660665995
2024-10-16 21:00:00,59464205.26275,5946.420526275
2024-10-16 22:00:00,65293709.602501,6529.370960250099
2024-10-16 23:00:00,70891257.1075,7089.1257107500005
2024-10-17 00:00:00,71100409.01875,7110.040901875
2024-10-17 01:00:00,69423036.550833,6942.3036550833
2024-10-17 02:00:00,66235671.835833006,6623.567183583301
2024-10-17 03:00:00,62482419.478666,6248.2419478666
2024-10-17 04:00:00,60537358.008667,6053.7358008667
2024-10-17 05:00:00,57267024.297583,5726.7024297583
2024-10-17 06:00:00,54310567.987083,5431.0567987083
2024-10-17 07:00:00,54198179.746182,5419.8179746182
2024-10-17 08:00:00,55525783.942583,5552.5783942583
2024-10-17 09:00:00,58629356.459667,5862.9356459667
2024-10-17 10:00:00,63558906.553636,6355.8906553636
2024-10-17 11:00:00,72297952.198637,7229.7952198636995
2024-10-17 12:00:00,73482157.95458299,7348.215795458299
2024-10-17 13:00:00,65284275.810833,6528.4275810833
2024-10-17 14:00:00,59641608.998417,5964.1608998417
2024-10-17 15:00:00,54746414.475833,5474.6414475833
2024-10-17 16:00:00,52790686.208917,5279.0686208916995
2024-10-17 17:00:00,51365050.329166,5136.505032916601
2024-10-17 18:00:00,50236070.227167994,5023.607022716799
2024-10-17 19:00:00,50235161.331083,5023.5161331083
2024-10-17 20:00:00,51361300.424666,5136.130042466601
2024-10-17 21:00:00,54833912.949834004,5483.3912949834
2024-10-17 22:00:00,60742245.47900001,6074.224547900001
2024-10-17 23:00:00,65783393.113249995,6578.3393113249995
2024-10-18 00:00:00,63927572.793272994,6392.757279327299
2024-10-18 01:00:00,63250388.89,6325.038889
2024-10-18 02:00:00,58747485.246584,5874.7485246584
2024-10-18 03:00:00,53570255.279833004,5357.0255279833
2024-10-18 04:00:00,50958072.526546,5095.8072526546
2024-10-18 05:00:00,50377611.494,5037.7611494
2024-10-18 06:00:00,49630336.137092,4963.0336137092
2024-10-18 07:00:00,49367187.34872799,4936.718734872799
2024-10-18 08:00:00,50919689.919833,5091.9689919833
2024-10-18 09:00:00,54979215.56891,5497.921556891
2024-10-18 10:00:00,61510497.636908,6151.0497636908
2024-10-18 11:00:00,67062811.63027301,6706.281163027301
2024-10-18 12:00:00,68256914.35325,6825.6914353249995
2024-10-18 13:00:00,60280301.193332,6028.0301193332
2024-10-18 14:00:00,55561255.912583,5556.1255912583
2024-10-18 15:00:00,52561867.60825,5256.1867608249995
2024-10-18 16:00:00,50752817.324083,5075.2817324083
2024-10-18 17:00:00,51039571.306334,5103.9571306334
2024-10-18 18:00:00,51041786.498083,5104.1786498083
2024-10-18 19:00:00,51700518.852417,5170.0518852417
2024-10-18 20:00:00,52697541.396834,5269.7541396834
2024-10-18 21:00:00,55948300.412333004,5594.8300412333
2024-10-18 22:00:00,60620492.740584,6062.0492740584
2024-10-19 00:00:00,59698386.452417,5969.8386452417
2024-10-19 01:00:00,57754835.528917,5775.4835528917
2024-10-19 02:00:00,56266142.562,5626.6142561999995
2024-10-19 03:00:00,52267230.235583,5226.7230235583
2024-10-19 04:00:00,48300793.447500005,4830.079344750001
2024-10-19 05:00:00,46689765.138000004,4668.9765138
2024-10-19 06:00:00,45622928.892501004,4562.2928892501
2024-10-19 07:00:00,45840086.433833,4584.0086433833
2024-10-19 08:00:00,45846479.768916,4584.647976891601
2024-10-19 09:00:00,47449564.092667,4744.9564092667
2024-10-19 10:00:00,48744190.13125,4874.419013125
2024-10-19 11:00:00,51951966.792500004,5195.196679250001
2024-10-19 12:00:00,53997357.128333,5399.735712833301
2024-10-19 13:00:00,50244554.379667,5024.4554379667
2024-10-19 14:00:00,46873399.72225,4687.339972225
2024-10-19 15:00:00,46028397.850833,4602.8397850833
2024-10-19 16:00:00,45401865.673666,4540.1865673666
2024-10-19 17:00:00,44639797.101583004,4463.979710158301
2024-10-19 19:00:00,45736534.086751,4573.6534086751
2024-10-19 20:00:00,47346321.585167,4734.6321585167
2024-10-19 21:00:00,50507129.876584,5050.7129876584
2024-10-19 22:00:00,53891282.739833996,5389.1282739834
2024-10-19 23:00:00,55701026.983501,5570.102698350101
2024-10-20 00:00:00,54935848.281166,5493.5848281166
2024-10-20 01:00:00,51825485.0275,5182.548502750001
2024-10-20 02:00:00,50095326.15775,5009.5326157750005
2024-10-20 03:00:00,47231134.867084,4723.113486708399
2024-10-20 04:00:00,44601536.022455,4460.1536022455
2024-10-20 05:00:00,41798769.662819,4179.8769662818995
2024-10-20 06:00:00,40851004.86225,4085.100486225
2024-10-20 07:00:00,40189317.673,4018.9317673
2024-10-20 08:00:00,40229089.745083,4022.9089745082997
2024-10-20 09:00:00,40918443.238834,4091.8443238834
2024-10-20 10:00:00,42786222.020499,4278.6222020499
2024-10-20 11:00:00,44678449.231083,4467.8449231083
2024-10-20 12:00:00,46621211.202666,4662.1211202666
2024-10-20 13:00:00,43139113.278583,4313.9113278583
2024-10-20 14:00:00,41303839.69375,4130.383969375001
2024-10-20 15:00:00,41463381.77125,4146.338177125001
2024-10-20 16:00:00,41099868.812833,4109.9868812833
2024-10-20 17:00:00,41914277.066001,4191.4277066001
2024-10-20 18:00:00,42567715.26575,4256.771526575
2024-10-20 19:00:00,43208057.819834,4320.8057819834
2024-10-20 20:00:00,45584806.846083,4558.4806846083
2024-10-20 21:00:00,50006541.809999,5000.6541809999
2024-10-20 22:00:00,55314193.960249,5531.4193960249
2024-10-20 23:00:00,57950013.426084004,5795.001342608401
2024-10-21 00:00:00,54951513.229083,5495.1513229083
2024-10-21 01:00:00,50838867.678333,5083.8867678333
2024-10-21 02:00:00,46858458.501749,4685.8458501749
2024-10-21 03:00:00,44148315.776001,4414.8315776001
2024-10-21 04:00:00,41517338.543501005,4151.7338543501
2024-10-21 05:00:00,39948681.207583,3994.8681207583004
2024-10-21 06:00:00,39709319.742667,3970.9319742667
2024-10-21 07:00:00,40534940.206833996,4053.4940206833994
2024-10-21 08:00:00,42167256.564833,4216.7256564833
2024-10-21 09:00:00,45118240.065,4511.8240065
2024-10-21 10:00:00,50939045.609363005,5093.9045609363
2024-10-21 11:00:00,57998022.04225,5799.802204225
2024-10-21 12:00:00,59015213.03641701,5901.521303641701
2024-10-21 13:00:00,55374655.333667,5537.465533366701
2024-10-21 14:00:00,54564910.313333005,5456.4910313333
2024-10-21 15:00:00,54840845.701167,5484.0845701167
2024-10-21 16:00:00,54706386.29,5470.638629
2024-10-21 17:00:00,55789581.151749,5578.9581151749
2024-10-21 18:00:00,54743266.4645,5474.32664645
2024-10-21 19:00:00,56039958.659751005,5603.995865975101
2024-10-21 20:00:00,57222025.837915994,5722.2025837916
2024-10-21 21:00:00,61333900.446584,6133.3900446584
